"AX1I9MBLJDKGA","nahmias2007_v1","3DR23U6WE5F74YLYSJ66OCU5NFSETU","0","0","0",,,,,,,,,,,,,,,"29082"
"A2CF2BD4Q0ZDJN","nahmias2007_v1","3VP0C6EFSGXZEO2ZD4MWQA70C986M0","0","0","0",,,,,,,,,,,,,,,"43382"
"AD1ILDUXZHASF","nahmias2007_v1","3D3VGR7TA0GRELS9ZAKF56PQ8553RF","0","0","0",,,,,,,,,,,,,,,"11622"
"AD1ILDUXZHASF","nahmias2007_v1","3D3VGR7TA0GRELS9ZAKF56PQ8553RF","5924","0","0",,,,,,,,,,,"True","neuro","real",,"0"
"AX1I9MBLJDKGA","nahmias2007_v1","3DR23U6WE5F74YLYSJ66OCU5NFSETU","10261","0","0",,,,,,,,,,,"True","neuro","real",,"0"
"AD1ILDUXZHASF","nahmias2007_v1","3D3VGR7TA0GRELS9ZAKF56PQ8553RF","13728","0","1","If the neuroscientists are right, then people make decisions of their own free will.","If the neuroscientists are right, then people deserve to be praised for the good things they do","If the neuroscientists are right, then people's decisions are up to them.","If the neuroscientists are right, then people deserve to be blamed for the bad things they do.","If the neuroscientists are right, then people should be held morally responsible for their decisions.","strongly disagree","strongly disagree","strongly disagree","strongly disagree","strongly disagree",,"neuro","real",,"0"
"A2CF2BD4Q0ZDJN","nahmias2007_v1","3VP0C6EFSGXZEO2ZD4MWQA70C986M0","23644","0","0",,,,,,,,,,,"True","neuro","ertan",,"0"
"AMKR0AUUN7VR2","nahmias2007_v1","30ZX6P7VF8WLVFDDN5X1K5Y7SABJ2S","0","0","0",,,,,,,,,,,,,,,"47461"
"AD1ILDUXZHASF","nahmias2007_v1","3D3VGR7TA0GRELS9ZAKF56PQ8553RF","4073","0","1",,,,,,,,,,,,"neuro","real","True","0"
"AX1I9MBLJDKGA","nahmias2007_v1","3DR23U6WE5F74YLYSJ66OCU5NFSETU","20234","0","1","If the neuroscientists are right, then people make decisions of their own free will.","If the neuroscientists are right, then people should be held morally responsible for their decisions.","If the neuroscientists are right, then people's decisions are up to them.","If the neuroscientists are right, then people deserve to be praised for the good things they do","If the neuroscientists are right, then people deserve to be blamed for the bad things they do.","somewhat disagree","somewhat disagree","somewhat disagree","somewhat agree","somewhat agree",,"neuro","real",,"0"
"A14F6ZMFA960GN","nahmias2007_v1","33C7UALJVLZPMDZYDX0WQWFOKT3189","0","0","0",,,,,,,,,,,,,,,"39150"
"A1Z2C5IJZ1W8TT","nahmias2007_v1","3IXEICO792K3RJSJM1N8CO2S6H46T1","0","0","0",,,,,,,,,,,,,,,"35908"
"AMKR0AUUN7VR2","nahmias2007_v1","30ZX6P7VF8WLVFDDN5X1K5Y7SABJ2S","12469","0","0",,,,,,,,,,,"True","psych","real",,"0"
"AX1I9MBLJDKGA","nahmias2007_v1","3DR23U6WE5F74YLYSJ66OCU5NFSETU","8939","0","1",,,,,,,,,,,,"neuro","real","True","0"
"ASHABZG2VI0KN","nahmias2007_v1","3KOPY89HM83AGX9WR5B63F3ZYOBJ33","0","0","0",,,,,,,,,,,,,,,"42186"
"A2CF2BD4Q0ZDJN","nahmias2007_v1","3VP0C6EFSGXZEO2ZD4MWQA70C986M0","22501","0","1","Ertan's decisions are up to them.","Ertans are able to make decisions of their own free will.","Ertans should be held morally responsible for their decisions.","If an Ertan does something bad, then he or she deserves to be blamed for it.","If an Ertan does something good, then he or she deserves to be praised for it.","strongly disagree","strongly disagree","strongly disagree","strongly disagree","strongly disagree",,"neuro","ertan",,"0"
"A35KO7MWZDBK2Z","nahmias2007_v1","31Q0U3WYDPGLMZUF3S8QCWJT99X17M","0","0","0",,,,,,,,,,,,,,,"38236"
"A2CF2BD4Q0ZDJN","nahmias2007_v1","3VP0C6EFSGXZEO2ZD4MWQA70C986M0","4097","0","1",,,,,,,,,,,,"neuro","ertan","True","0"
"ARG392N6HWZCJ","nahmias2007_v1","3EF8EXOTT1WE6UVH41XNFMO204XJ1B","0","0","0",,,,,,,,,,,,,,,"826"
"ARG392N6HWZCJ","nahmias2007_v1","3EF8EXOTT1WE6UVH41XNFMO204XJ1B","2275","0","0",,,,,,,,,,,"True","neuro","real",,"0"
"A35KO7MWZDBK2Z","nahmias2007_v1","31Q0U3WYDPGLMZUF3S8QCWJT99X17M","8121","0","0",,,,,,,,,,,"True","psych","ertan",,"0"
"A1Z2C5IJZ1W8TT","nahmias2007_v1","3IXEICO792K3RJSJM1N8CO2S6H46T1","24666","0","0",,,,,,,,,,,"True","psych","real",,"0"
"ASHABZG2VI0KN","nahmias2007_v1","3KOPY89HM83AGX9WR5B63F3ZYOBJ33","16640","0","0",,,,,,,,,,,"True","psych","real",,"0"
"ARG392N6HWZCJ","nahmias2007_v1","3EF8EXOTT1WE6UVH41XNFMO204XJ1B","8416","0","1","If the neuroscientists are right, then people make decisions of their own free will.","If the neuroscientists are right, then people deserve to be praised for the good things they do","If the neuroscientists are right, then people's decisions are up to them.","If the neuroscientists are right, then people deserve to be blamed for the bad things they do.","If the neuroscientists are right, then people should be held morally responsible for their decisions.","somewhat agree","agree","agree","strongly agree","agree",,"neuro","real",,"0"
"ARG392N6HWZCJ","nahmias2007_v1","3EF8EXOTT1WE6UVH41XNFMO204XJ1B","1777","0","1",,,,,,,,,,,,"neuro","real","True","0"
"AMKR0AUUN7VR2","nahmias2007_v1","30ZX6P7VF8WLVFDDN5X1K5Y7SABJ2S","35724","0","1","If the psychologists are right, then people deserve to be praised for the good things they do","If the psychologists are right, then people deserve to be blamed for the bad things they do.","If the psychologists are right, then people make decisions of their own free will.","If the psychologists are right, then people's decisions are up to them.","If the psychologists are right, then people should be held morally responsible for their decisions.","agree","agree","somewhat disagree","somewhat disagree","somewhat agree",,"psych","real",,"0"
"A1LJKHC0NH9TIX
","nahmias2007_v1","3G5W44VEU7J6LTR245I2NOSLHIGGK7","0","0","0",,,,,,,,,,,,,,,"65226"
"A35KO7MWZDBK2Z","nahmias2007_v1","31Q0U3WYDPGLMZUF3S8QCWJT99X17M","22103","0","1","If an Ertan does something bad, then he or she deserves to be blamed for it.","If an Ertan does something good, then he or she deserves to be praised for it.","Ertan's decisions are up to them.","Ertans are able to make decisions of their own free will.","Ertans should be held morally responsible for their decisions.","somewhat agree","agree","agree","agree","agree",,"psych","ertan",,"0"
"AMKR0AUUN7VR2","nahmias2007_v1","30ZX6P7VF8WLVFDDN5X1K5Y7SABJ2S","5489","0","1",,,,,,,,,,,,"psych","real","False","0"
"A35KO7MWZDBK2Z","nahmias2007_v1","31Q0U3WYDPGLMZUF3S8QCWJT99X17M","4478","0","1",,,,,,,,,,,,"psych","ertan","True","0"
"A1LJKHC0NH9TIX
","nahmias2007_v1","3G5W44VEU7J6LTR245I2NOSLHIGGK7","12633","0","0",,,,,,,,,,,"True","psych","ertan",,"0"
"A14F6ZMFA960GN","nahmias2007_v1","33C7UALJVLZPMDZYDX0WQWFOKT3189","64685","0","0",,,,,,,,,,,"False","psych","real",,"0"
"A2Z7W25ZQ8PENR","nahmias2007_v1","3DZQRBDBSLG3F0SMEZKKVGUMU7O3S3","0","0","0",,,,,,,,,,,,,,,"101434"
"A1Z2C5IJZ1W8TT","nahmias2007_v1","3IXEICO792K3RJSJM1N8CO2S6H46T1","46477","0","1","If the psychologists are right, then people's decisions are up to them.","If the psychologists are right, then people make decisions of their own free will.","If the psychologists are right, then people deserve to be blamed for the bad things they do.","If the psychologists are right, then people should be held morally responsible for their decisions.","If the psychologists are right, then people deserve to be praised for the good things they do","somewhat agree","somewhat agree","somewhat agree","somewhat agree","somewhat agree",,"psych","real",,"0"
"A1LJKHC0NH9TIX
","nahmias2007_v1","3G5W44VEU7J6LTR245I2NOSLHIGGK7","19950","0","1","If an Ertan does something bad, then he or she deserves to be blamed for it.","If an Ertan does something good, then he or she deserves to be praised for it.","Ertans are able to make decisions of their own free will.","Ertan's decisions are up to them.","Ertans should be held morally responsible for their decisions.","agree","agree","somewhat agree","somewhat agree","agree",,"psych","ertan",,"0"
"A13UMY3NL33676","nahmias2007_v1","3M81GAB8A0KW5FHM1OALIZDX0BGBQD","0","0","0",,,,,,,,,,,,,,,"47308"
"A1LJKHC0NH9TIX
","nahmias2007_v1","3G5W44VEU7J6LTR245I2NOSLHIGGK7","6258","0","1",,,,,,,,,,,,"psych","ertan","True","0"
"A2Z7W25ZQ8PENR","nahmias2007_v1","3DZQRBDBSLG3F0SMEZKKVGUMU7O3S3","14424","0","0",,,,,,,,,,,"False","psych","real",,"0"
"A14YBHS8YBLDAG","nahmias2007_v1","3ERMJ6L4DYTIIOG4WEROWO7W7KSM7F","0","0","0",,,,,,,,,,,,,,,"46815"
"A13UMY3NL33676","nahmias2007_v1","3M81GAB8A0KW5FHM1OALIZDX0BGBQD","8063","0","0",,,,,,,,,,,"True","psych","real",,"0"
"ASHABZG2VI0KN","nahmias2007_v1","3KOPY89HM83AGX9WR5B63F3ZYOBJ33","65542","0","1","If the psychologists are right, then people's decisions are up to them.","If the psychologists are right, then people deserve to be blamed for the bad things they do.","If the psychologists are right, then people should be held morally responsible for their decisions.","If the psychologists are right, then people make decisions of their own free will.","If the psychologists are right, then people deserve to be praised for the good things they do","somewhat agree","somewhat agree","agree","somewhat agree","somewhat agree",,"psych","real",,"0"
"A2UMPV8X9EJTHQ","nahmias2007_v1","3PMBY0YE2749NLS6YMVU7OTQ8WCC9Z","0","0","0",,,,,,,,,,,,,,,"47681"
"A14F6ZMFA960GN","nahmias2007_v1","33C7UALJVLZPMDZYDX0WQWFOKT3189","44472","0","1","If the psychologists are right, then people deserve to be praised for the good things they do","If the psychologists are right, then people's decisions are up to them.","If the psychologists are right, then people should be held morally responsible for their decisions.","If the psychologists are right, then people make decisions of their own free will.","If the psychologists are right, then people deserve to be blamed for the bad things they do.","agree","somewhat agree","agree","somewhat agree","somewhat disagree",,"psych","real",,"0"
"A13UMY3NL33676","nahmias2007_v1","3M81GAB8A0KW5FHM1OALIZDX0BGBQD","20525","0","1","If the psychologists are right, then people make decisions of their own free will.","If the psychologists are right, then people's decisions are up to them.","If the psychologists are right, then people should be held morally responsible for their decisions.","If the psychologists are right, then people deserve to be praised for the good things they do","If the psychologists are right, then people deserve to be blamed for the bad things they do.","strongly disagree","strongly agree","strongly agree","strongly agree","strongly agree",,"psych","real",,"0"
"ASHABZG2VI0KN","nahmias2007_v1","3KOPY89HM83AGX9WR5B63F3ZYOBJ33","19009","0","1",,,,,,,,,,,,"psych","real","True","0"
"A14F6ZMFA960GN","nahmias2007_v1","33C7UALJVLZPMDZYDX0WQWFOKT3189","5387","0","1",,,,,,,,,,,,"psych","real","True","0"
"A2UMPV8X9EJTHQ","nahmias2007_v1","3PMBY0YE2749NLS6YMVU7OTQ8WCC9Z","12452","0","0",,,,,,,,,,,"True","neuro","ertan",,"0"
"A13UMY3NL33676","nahmias2007_v1","3M81GAB8A0KW5FHM1OALIZDX0BGBQD","5081","0","1",,,,,,,,,,,,"psych","real","True","0"
"A2MKXI4KCRRI7Y","nahmias2007_v1","31HQ4X3T3SBKV4IBK5OKR2O3UTFLSZ","0","0","0",,,,,,,,,,,,,,,"36642"
"A1Z2C5IJZ1W8TT","nahmias2007_v1","3IXEICO792K3RJSJM1N8CO2S6H46T1","46447","0","1",,,,,,,,,,,,"psych","real","True","0"
"A3P74FP62XNVYI","nahmias2007_v1","3JMSRU9HQIVMHQPNXE6LPUIQK08EVA","0","0","0",,,,,,,,,,,,,,,"85152"
"A2Z7W25ZQ8PENR","nahmias2007_v1","3DZQRBDBSLG3F0SMEZKKVGUMU7O3S3","34902","0","1","If the psychologists are right, then people make decisions of their own free will.","If the psychologists are right, then people should be held morally responsible for their decisions.","If the psychologists are right, then people deserve to be blamed for the bad things they do.","If the psychologists are right, then people's decisions are up to them.","If the psychologists are right, then people deserve to be praised for the good things they do","somewhat disagree","somewhat agree","disagree","somewhat agree","somewhat agree",,"psych","real",,"0"
"A2Z7W25ZQ8PENR","nahmias2007_v1","3DZQRBDBSLG3F0SMEZKKVGUMU7O3S3","6407","0","1",,,,,,,,,,,,"psych","real","True","0"
